Location,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
UNFPA: Eastern Europe and Central Asia (EECA),3789.733,3930.357,4028.959,4089.77,4116.283,4107.649,4077.023,4028.075,3964.452,3889.859,3807.977,3722.303,3636.453,3554.169,3473.708,3393.165,3344.104,3341.369,3371.913,3405.26,3444.411,3496.477,3560.916,3633.803,3708.036,3780.62,3855.233,3931.557,4003.658,4069.879,4135.266,4159.16,4122.641,4044.863,3965.06,3876.761,3790.2,3714.877,3646.373,3570.139,3488.352,3413.704,3350.838,3295.638,3241.729,3193.226,3136.365,3064.57,2986.179,2910.645,2829.527,2781.376,2784.222,2816.952,2842.992,2872.778,2868.407,2808.33,2711.238,2615.922,2512.863,2416.921,2338.815,2268.947,2191.435,2114.784,2012.039,1869.902,1704.642,1545.35,1385.67,1248.582,1148.295,1074.593,998.751,921.389,866.041,839.898,831.049,824.39,827.71,799.303,718.377,605.435,500.714,394.936,308.891,256.591,226.982,195.193,166.64,142.092,110.195,71.979,43.588,31.648,24.937,17.355,8.916,4.306,5.189
UNFPA: Latin America and the Caribbean (LAC),10296.163,10331.285,10357.613,10376.639,10430.284,10417.394,10406.617,10399.144,10396.122,10394.615,10391.694,10409.052,10456.061,10521.589,10584.112,10646.781,10700.904,10739.568,10765.767,10788.776,10806.026,10812.737,10807.211,10789.575,10764.173,10733.107,10680.005,10598.105,10496.062,10386.737,10264.495,10153.913,10067.535,9992.758,9906.897,9817.506,9701.828,9547.201,9366.238,9185.621,9001.764,8817.378,8637.046,8460.148,8279.596,8094.652,7924.077,7775.82,7641.577,7502.704,7360.057,7218.026,7075.97,6930.332,6782.163,6636.008,6458.291,6233.924,5979.577,5725.137,5462.363,5218.156,5008.228,4818.942,4623.834,4431.597,4222.599,3985.512,3732.593,3487.181,3244.289,3017.479,2815.766,2632.695,2451.883,2275.5,2109.687,1955.504,1810.698,1672.749,1543.117,1412.922,1277.785,1141.95,1013.919,891.824,779.392,679.24,589.411,499.264,428.483,368.829,299.669,221.238,165.607,138.924,114.675,86.284,53.749,34.246,61.903
UNFPA: West and Central Africa (WCA),15328.739,14983.893,14638.085,14291.629,13986.301,13628.196,13272.896,12920.404,12570.714,12223.914,11880.091,11538.794,11199.857,10863.535,10531.728,10205.803,9878.903,9548.368,9218.405,8896.061,8580.165,8277.105,7990.853,7719.091,7454.242,7196.285,6954.05,6730.683,6521.958,6319.692,6124.553,5934.409,5747.066,5562.63,5383.76,5210.32,5035.305,4855.623,4673.884,4496.273,4322.088,4149.924,3979.88,3812.647,3649.038,3489.152,3334.453,3185.834,3043.067,2904.184,2768.547,2642.029,2527.024,2420.498,2317.08,2217.908,2118.697,2016.788,1914.033,1814.959,1718.709,1624.472,1532.298,1442.219,1354.196,1268.258,1184.53,1103.098,1023.936,947.033,872.489,800.011,729.46,661.067,595.552,533.227,472.635,413.286,356.135,302.466,251.786,207.036,169.713,138.508,110.17,84.879,64.038,47.842,35.516,24.876,17.858,13.248,9.195,5.58,3.136,2.267,1.738,1.174,0.559,0.186,0.171
UNICEF PROGRAMME REGIONS,122863.794,122502.681,122030.97,121457.751,120842.086,120099.263,119282.708,118400.342,117460.053,116482.076,115486.613,114420.049,113265.728,112068.448,110886.932,109706.167,108648.865,107781.144,107054.327,106367.291,105756.647,105160.54,104543.317,103951.502,103333.925,102540.825,102304.379,102932.264,103997.175,104890.916,105887.21,105699.426,103674.13,100458.16,97386.809,94234.954,91328.258,88977.088,87032.781,84955.705,82757.017,81141.423,80375.035,80146.062,79859.908,79615.523,79127.801,78188.04,76907.658,75649.938,74394.013,72760.251,70612.404,68113.258,65588.857,63006.455,60430.174,57935.547,55517.271,53022.991,50397.306,48176.295,46584.157,45352.152,44067.61,42909.34,41145.454,38400.858,35059.312,31868.966,28667.276,25837.57,23641.984,21887.845,20101.997,18357.134,16771.143,15348.346,14055.388,12865.024,11795.167,10691.638,9478.699,8224.198,7069.768,5984.871,5012.501,4187.497,3483.592,2770.349,2197.75,1813.128,1414.332,997.336,705.284,565.86,458.064,338.004,205.63,124.014,228.109
UNICEF Programme Regions: East Asia and Pacific (EAPRO),28059.694,28643.316,29066.191,29345.88,29590.411,29567.846,29475.691,29328.855,29142.268,28922.452,28675.971,28459.583,28304.953,28201.878,28106.625,28025.699,28016.109,28101.254,28262.403,28476.437,28770.743,29047.601,29263.401,29478.841,29680.502,29729.825,30308.335,31708.393,33538.917,35239.564,37070.078,37845.59,36966.853,35038.472,33278.96,31462.198,30012.544,29269.889,29032.068,28674.267,28222.151,28285.796,29074.657,30311.185,31495.042,32710.285,33624.525,34016.185,34010.756,34009.408,33996.849,33553.061,32529.811,31116.12,29669.322,28142.039,26691.155,25438.879,24337.189,23150.809,21848.708,20910.692,20527.097,20462.589,20351.613,20339.419,19820.188,18478.494,16624.815,14879.095,13110.205,11583.422,10491.007,9694.865,8852.742,8018.778,7282.94,6651.209,6099.729,5602.415,5168.979,4715.12,4197.565,3651.414,3155.567,2694.886,2273.536,1901.702,1573.489,1238.238,965.943,790.637,614.053,433.174,308.544,248.786,201.291,148.888,91.573,55.421,103.102
UNICEF Programme Regions: Eastern Caribbean,29.778,30.351,30.851,31.274,31.572,31.884,32.129,32.32,32.462,32.557,32.63,32.638,32.561,32.437,32.319,32.215,32.132,32.093,32.102,32.138,32.182,32.38,32.81,33.389,33.983,34.601,35.23,35.833,36.418,36.961,37.389,37.949,38.728,39.572,40.312,41.112,41.157,40.073,38.27,36.527,34.652,33.229,32.601,32.5,32.294,32.132,31.887,31.451,30.921,30.449,29.919,29.753,30.151,30.857,31.467,32.111,32.215,31.462,30.139,28.855,27.5,26.179,25.011,23.934,22.769,21.552,20.375,19.263,18.199,17.141,16.103,15.088,14.1,13.136,12.199,11.29,10.422,9.6,8.824,8.075,7.367,6.668,5.965,5.28,4.631,4.013,3.464,2.995,2.597,2.204,1.897,1.641,1.341,0.993,0.743,0.617,0.512,0.397,0.258,0.166,0.354
UNICEF Programme Regions: Eastern and Southern Africa (ESARO),16338.21,16089.286,15836.117,15578.525,15315.761,15053.676,14786.042,14512.497,14232.686,13949.076,13664.13,13363.382,13040.842,12704.612,12368.447,12029.184,11700.519,11390.546,11093.289,10795.67,10501.465,10206.543,9907.896,9609.147,9315.49,9024.163,8746.836,8489.284,8245.278,8002.483,7762.97,7522.214,7276.591,7027.962,6784.227,6546.659,6300.284,6039.363,5771.684,5509.497,5248.774,5007.658,4795.936,4604.896,4416.954,4236.707,4055.498,3867.596,3678.318,3497.766,3322.793,3161.235,3017.623,2887.38,2760.888,2639.491,2521.852,2406.164,2292.828,2184.127,2079.692,1975.787,1870.805,1765.932,1664.139,1565.017,1467.67,1372.015,1278.359,1187.183,1098.452,1012.724,930.353,851.202,775.001,702.078,631.777,563.834,498.802,437.372,379.289,326.212,278.985,236.881,198.128,162.871,131.722,104.726,81.56,58.725,41.888,32.202,23.316,14.92,9.035,6.533,5.086,3.504,1.76,0.72,0.809
UNICEF Programme Regions: Europe and Central Asia (CEECIS),4091.71,4227.361,4324.041,4385.51,4405.019,4406.89,4386.465,4347.051,4291.926,4225.618,4152.627,4070.167,3979.123,3886.423,3796.098,3704.927,3648.901,3645.598,3679.919,3716.833,3760.549,3817.079,3884.967,3961.305,4039.503,4114.766,4198.91,4295.179,4392.911,4484.085,4577.315,4615.573,4571.883,4473.952,4376.001,4266.595,4172.296,4111.614,4071.396,4020.12,3964.267,3906.465,3844.93,3781.096,3719.799,3661.982,3599.911,3530.832,3459.251,3388.808,3314.445,3262.357,3244.55,3247.016,3244.673,3243.719,3222.839,3169.282,3093.172,3015.84,2931.141,2848.17,2772.982,2698.925,2618.174,2538.151,2427.593,2272.034,2089.257,1911.75,1733.344,1575.527,1452.39,1354.991,1255.016,1151.821,1077.896,1044.556,1035.497,1027.658,1031.076,997.08,900.819,766.422,641.949,516.72,412.622,345.052,302.261,255.709,214.78,182.003,141.161,93.228,57.89,42.818,33.836,23.555,11.985,5.783,6.734
UNICEF Programme Regions: Latin America,10256.0,10290.749,10316.683,10335.301,10388.744,10375.324,10364.059,10356.133,10352.701,10350.822,10347.532,10364.65,10411.605,10477.191,10539.768,10602.486,10656.644,10695.297,10721.436,10744.388,10761.611,10768.106,10762.07,10743.75,10717.668,10685.878,10632.217,10550.046,10447.909,10338.506,10216.325,10105.526,10018.465,9942.778,9856.124,9765.85,9650.066,9496.537,9317.416,9138.551,8956.587,8773.515,8593.515,8416.311,8235.575,8050.379,7879.791,7731.977,7598.436,7460.204,7318.311,7176.557,7034.015,6887.478,6738.569,6591.649,6413.896,6190.633,5938.149,5685.527,5424.666,5182.321,4974.031,4786.249,4592.766,4402.222,4194.841,3959.255,3707.754,3463.749,3222.234,2996.792,2796.448,2614.743,2435.252,2260.156,2095.557,1942.498,1798.74,1661.803,1533.129,1403.88,1269.696,1134.793,1007.643,886.382,774.698,675.191,585.919,496.322,425.977,366.672,297.909,219.93,164.621,138.1,113.988,85.754,53.407,34.027,61.451
UNICEF Programme Regions: Latin America and Caribbean (LACRO),10285.778,10321.1,10347.534,10366.575,10420.316,10407.208,10396.188,10388.453,10385.163,10383.379,10380.162,10397.288,10444.166,10509.628,10572.087,10634.701,10688.776,10727.39,10753.538,10776.526,10793.793,10800.486,10794.88,10777.139,10751.651,10720.479,10667.447,10585.879,10484.327,10375.467,10253.714,10143.475,10057.193,9982.35,9896.436,9806.962,9691.223,9536.61,9355.686,9175.078,8991.239,8806.744,8626.116,8448.811,8267.869,8082.511,7911.678,7763.428,7629.357,7490.653,7348.23,7206.31,7064.166,6918.335,6770.036,6623.76,6446.111,6222.095,5968.288,5714.382,5452.166,5208.5,4999.042,4810.183,4615.535,4423.774,4215.216,3978.518,3725.953,3480.89,3238.337,3011.88,2810.548,2627.879,2447.451,2271.446,2105.979,1952.098,1807.564,1669.878,1540.496,1410.548,1275.661,1140.073,1012.274,890.395,778.162,678.186,588.516,498.526,427.874,368.313,299.25,220.923,165.364,138.717,114.5,86.151,53.665,34.193,61.805
UNICEF Programme Regions: Middle East and North Africa (MENARO),10871.484,11002.746,11048.596,11018.548,10995.084,10800.352,10569.991,10312.163,10035.026,9742.409,9438.112,9152.068,8901.148,8680.459,8467.013,8263.94,8104.583,8002.831,7947.379,7906.12,7877.153,7892.848,7963.412,8070.48,8179.704,8291.021,8397.445,8489.732,8564.412,8630.241,8689.071,8690.034,8609.773,8468.859,8315.794,8146.335,7946.95,7717.541,7465.764,7201.919,6927.001,6654.07,6391.687,6138.39,5881.895,5621.983,5387.089,5189.308,5016.858,4846.164,4682.287,4515.153,4337.48,4154.611,3978.77,3807.038,3640.677,3481.384,3327.36,3174.786,3024.052,2874.992,2727.038,2580.052,2436.376,2297.816,2152.917,1996.949,1836.223,1681.066,1528.525,1391.423,1276.893,1178.97,1083.85,993.498,909.488,830.961,757.382,689.337,627.028,565.06,500.898,436.674,377.341,322.242,270.639,222.769,178.94,133.013,96.405,75.81,56.813,38.602,26.219,20.588,16.352,11.599,6.32,3.062,4.074
UNICEF Programme Regions: South Asia (ROSA),34611.81,34047.234,33671.573,33461.319,33199.144,33396.218,33647.002,33932.144,34232.311,34552.941,34899.455,35128.653,35171.641,35083.4,34989.839,34868.213,34716.187,34545.997,34352.874,34123.596,33865.352,33574.82,33250.525,32899.753,32526.799,32125.434,31738.967,31387.692,31050.628,30685.1,30297.952,29877.645,29413.582,28910.485,28394.682,27874.111,27282.251,26592.888,25841.84,25090.012,24323.861,23602.679,22961.75,22375.658,21781.811,21190.439,20616.362,20059.96,19517.814,18982.65,18451.759,17931.862,17424.215,16922.195,16420.825,15924.56,15399.736,14830.179,14231.475,13632.528,13024.115,12431.498,11869.053,11322.423,10773.332,10237.988,9652.667,8987.86,8280.668,7593.388,6908.391,6296.644,5798.131,5379.007,4965.287,4571.553,4187.593,3800.827,3419.348,3065.194,2735.584,2418.579,2110.952,1817.114,1543.684,1288.135,1062.099,871.655,711.074,552.156,426.184,345.571,266.615,188.362,133.493,104.936,84.311,62.473,39.426,24.5,51.246
UNICEF Programme Regions: West and Central Africa (WCARO),18605.108,18171.638,17736.918,17301.394,16916.351,16467.073,16021.329,15579.179,15140.673,14706.201,14276.156,13848.908,13423.855,13002.048,12586.823,12179.503,11773.79,11367.528,10964.925,10572.109,10187.592,9821.163,9478.236,9154.837,8840.276,8535.137,8246.439,7976.105,7720.702,7473.976,7236.11,7004.895,6778.255,6556.08,6340.709,6132.094,5922.71,5709.183,5494.343,5284.812,5079.724,4878.011,4679.959,4486.026,4296.538,4111.616,3932.738,3760.731,3595.304,3434.489,3277.65,3130.273,2994.559,2867.601,2744.343,2625.848,2507.804,2387.564,2266.959,2150.519,2037.432,1926.656,1818.14,1712.048,1608.441,1507.175,1409.203,1314.988,1224.037,1135.594,1050.022,965.95,882.662,800.931,722.65,647.96,575.47,504.861,437.066,373.17,312.715,259.039,213.819,175.62,140.825,109.622,83.721,63.407,47.752,33.982,24.676,18.592,13.124,8.127,4.739,3.482,2.688,1.834,0.901,0.335,0.339
UNICEF REGIONS,136073.533,135916.276,135615.339,135182.239,134579.02,133964.183,133244.945,132431.692,131534.782,130585.555,129615.342,128529.736,127297.257,125991.124,124711.932,123434.69,122346.898,121550.702,120971.173,120434.683,119980.145,119600.877,119277.471,119028.693,118756.238,118316.088,118403.669,119302.361,120595.925,121714.082,122926.046,122906.894,120988.897,117832.662,114810.206,111699.444,108792.505,106390.095,104364.379,102197.649,99886.464,98223.812,97518.716,97416.598,97245.393,97129.504,96708.388,95731.184,94351.251,92999.331,91621.14,89953.029,87916.859,85608.995,83237.627,80801.532,78256.946,75616.313,72927.451,70157.845,67232.531,64685.825,62754.503,61167.534,59488.994,57892.218,55712.418,52602.38,48913.231,45355.154,41800.259,38480.72,35588.337,33014.876,30424.073,27839.753,25573.564,23733.205,22186.538,20714.035,19383.911,17925.625,16190.001,14310.295,12567.662,10904.432,9391.821,8092.967,6963.801,5804.328,4877.238,4166.711,3349.394,2426.584,1773.349,1474.339,1212.389,899.191,534.707,322.397,533.11
UNICEF Regions: East Asia and Pacific,30029.862,30704.569,31199.131,31533.361,31819.521,31818.46,31739.777,31600.201,31416.485,31196.516,30948.22,30732.446,30583.571,30491.861,30408.173,30336.32,30357.694,30506.088,30750.598,31046.161,31425.304,31772.822,32034.422,32278.96,32514.289,32600.503,33206.997,34623.16,36463.93,38174.638,40009.942,40814.186,40001.991,38163.222,36490.777,34767.244,33387.975,32676.97,32447.631,32099.996,31646.837,31742.857,32619.672,33973.972,35263.534,36588.067,37554.895,37910.525,37811.825,37721.602,37610.275,37089.685,36033.05,34612.364,33147.596,31600.15,30119.342,28820.287,27661.518,26420.99,25064.548,24077.794,23655.11,23557.806,23408.761,23350.557,22797.269,21440.612,19579.386,17820.166,16041.052,14458.891,13242.574,12278.681,11271.499,10264.071,9376.914,8635.333,8000.105,7410.626,6883.706,6332.232,5708.147,5050.011,4446.27,3881.396,3352.561,2867.903,2425.005,1969.75,1601.527,1346.624,1071.568,773.726,566.677,469.151,384.719,287.122,176.364,108.992,192.791
UNICEF Regions: Eastern Europe and Central Asia,5891.538,6086.08,6220.848,6301.644,6333.57,6315.768,6265.014,6186.506,6085.408,5967.117,5836.997,5699.268,5558.749,5421.188,5289.062,5163.735,5069.612,5019.746,5007.991,5010.123,5024.992,5090.609,5221.532,5399.734,5578.922,5751.957,5963.74,6226.66,6509.674,6780.778,7060.029,7217.182,7188.47,7035.359,6884.532,6712.349,6554.97,6443.713,6360.062,6252.826,6130.61,6018.645,5923.874,5839.405,5758.98,5692.919,5598.041,5455.143,5289.641,5133.637,4965.714,4884.841,4938.701,5074.685,5194.979,5322.188,5388.763,5352.187,5245.01,5140.561,5022.055,4898.444,4780.829,4658.861,4519.564,4375.705,4178.59,3905.962,3586.791,3275.613,2965.53,2680.472,2439.177,2234.72,2027.519,1808.834,1673.216,1658.437,1716.179,1771.484,1852.648,1838.103,1663.983,1391.372,1142.098,888.084,686.446,576.69,527.321,472.95,421.893,366.04,286.476,186.622,111.502,80.714,63.607,44.401,23.109,11.959,15.478
UNICEF Regions: Eastern and Southern Africa,17692.553,17416.511,17138.067,16856.827,16574.335,16290.975,16003.014,15709.89,15411.049,15108.786,14805.391,14486.054,14144.526,13788.796,13432.904,13073.805,12723.417,12389.037,12065.463,11741.272,11420.013,11097.659,10771.455,10445.001,10123.662,9805.181,9499.579,9212.012,8937.407,8664.825,8395.594,8129.438,7864.848,7601.631,7343.475,7092.438,6832.286,6556.205,6272.622,5995.591,5720.847,5465.415,5238.75,5032.527,4829.73,4634.664,4439.877,4240.244,4040.429,3849.327,3664.111,3491.643,3335.876,3192.716,3053.668,2919.911,2790.007,2662.235,2537.022,2416.526,2300.315,2185.314,2070.205,1955.863,1844.708,1736.489,1629.795,1524.243,1420.409,1319.385,1221.056,1125.948,1034.474,946.518,861.767,780.55,702.47,627.387,555.761,488.07,424.101,365.511,313.116,266.208,223.039,183.723,148.99,118.934,93.163,67.817,49.031,38.028,27.84,18.13,11.358,8.447,6.643,4.64,2.406,1.082,1.32
UNICEF Regions: Europe and Central Asia,10747.234,11003.061,11194.919,11328.334,11350.574,11401.824,11409.621,11379.075,11315.293,11228.881,11130.426,10997.646,10824.74,10633.233,10451.113,10273.569,10155.512,10127.431,10170.062,10226.001,10297.613,10436.616,10660.055,10943.924,11232.852,11520.841,11841.758,12201.347,12572.039,12931.633,13297.835,13536.576,13583.026,13498.807,13413.639,13305.441,13199.168,13121.558,13060.155,12974.349,12870.609,12782.984,12723.873,12682.698,12640.504,12605.889,12555.062,12475.822,12383.003,12290.113,12178.236,12133.639,12195.393,12314.942,12410.815,12506.748,12508.233,12362.36,12114.722,11863.767,11589.742,11310.415,11044.493,10779.386,10485.825,10172.064,9833.951,9467.3,9078.25,8689.478,8311.302,7891.843,7412.385,6906.014,6404.102,5875.851,5487.243,5316.226,5276.774,5219.434,5191.51,5030.649,4646.526,4123.551,3635.381,3146.038,2712.864,2381.483,2119.735,1838.213,1604.01,1396.394,1130.865,811.669,582.732,485.219,398.758,290.171,159.471,90.394,120.412
UNICEF Regions: Latin America and Caribbean,10327.859,10364.52,10392.943,10414.501,10471.006,10461.463,10454.038,10449.826,10449.862,10451.301,10451.306,10470.476,10517.688,10582.296,10643.811,10705.255,10757.964,10795.164,10819.862,10841.204,10856.666,10861.811,10855.104,10836.585,10810.327,10778.469,10724.818,10642.656,10540.589,10431.35,10309.316,10199.097,10113.246,10039.127,9954.002,9865.417,9750.615,9596.925,9416.931,9237.309,9054.482,8871.017,8691.421,8515.137,8335.162,8150.709,7980.716,7833.225,7699.813,7561.662,7419.696,7277.989,7135.734,6989.533,6840.734,6693.784,6515.377,6290.573,6035.891,5780.995,5517.782,5272.638,5061.029,4869.61,4672.37,4477.795,4267.088,4029.354,3776.403,3530.774,3287.726,3060.066,2856.381,2670.618,2487.227,2308.216,2139.978,1983.787,1837.244,1697.48,1566.017,1434.068,1297.261,1159.833,1030.27,906.724,792.84,691.196,599.882,508.237,436.194,375.569,305.341,225.734,169.292,142.184,117.455,88.47,55.228,35.25,63.99
UNICEF Regions: Middle East and North Africa,9729.6,9890.504,9962.974,9956.868,9953.509,9777.855,9565.164,9323.897,9062.516,8785.001,8495.304,8224.418,7989.82,7786.468,7590.465,7404.942,7265.054,7185.446,7154.057,7137.225,7133.29,7174.293,7270.09,7402.458,7537.086,7673.35,7806.145,7926.991,8031.146,8125.711,8213.332,8238.89,8176.895,8049.976,7910.738,7754.022,7568.156,7354.357,7119.263,6870.849,6610.571,6351.449,6101.79,5860.3,5615.339,5366.825,5141.99,4952.477,4787.174,4623.498,4466.15,4306.836,4139.218,3967.787,3803.01,3642.35,3486.492,3336.676,3191.45,3047.689,2905.513,2765.305,2626.798,2489.472,2354.988,2225.296,2088.385,1939.174,1784.221,1634.609,1487.447,1354.605,1242.891,1146.849,1053.395,964.211,882.334,807.66,738.953,675.329,617.262,559.043,497.829,435.926,378.828,325.83,275.717,228.561,184.868,138.917,102.178,81.244,61.594,42.441,29.381,23.436,18.763,13.403,7.348,3.702,4.922
UNICEF Regions: North America,4329.447,4318.18,4318.756,4329.577,4294.524,4350.259,4404.945,4457.425,4506.537,4555.871,4609.027,4641.077,4641.357,4622.963,4608.744,4593.023,4597.217,4633.943,4693.256,4747.031,4794.225,4861.597,4957.488,5067.08,5170.853,5277.079,5338.876,5332.314,5279.409,5226.783,5165.908,5106.115,5056.998,5013.269,4962.111,4908.594,4849.256,4781.922,4711.512,4644.653,4579.459,4529.327,4501.426,4490.2,4482.691,4481.208,4486.657,4498.104,4515.789,4535.885,4553.153,4590.99,4658.708,4741.759,4816.547,4888.102,4929.881,4926.361,4888.329,4844.739,4792.984,4716.103,4609.578,4480.84,4340.493,4184.789,4034.001,3898.789,3769.791,3631.69,3493.188,3326.696,3118.768,2886.195,2658.092,2427.295,2221.523,2057.089,1921.255,1784.703,1652.991,1526.482,1402.332,1282.016,1169.352,1062.954,963.02,869.821,782.315,695.251,633.433,564.685,472.443,358.393,275.675,237.482,199.051,151.077,93.562,58.142,98.089
UNICEF Regions: South Asia,34611.81,34047.234,33671.573,33461.319,33199.144,33396.218,33647.002,33932.144,34232.311,34552.941,34899.455,35128.653,35171.641,35083.4,34989.839,34868.213,34716.187,34545.997,34352.874,34123.596,33865.352,33574.82,33250.525,32899.753,32526.799,32125.434,31738.967,31387.692,31050.628,30685.1,30297.952,29877.645,29413.582,28910.485,28394.682,27874.111,27282.251,26592.888,25841.84,25090.012,24323.861,23602.679,22961.75,22375.658,21781.811,21190.439,20616.362,20059.96,19517.814,18982.65,18451.759,17931.862,17424.215,16922.195,16420.825,15924.56,15399.736,14830.179,14231.475,13632.528,13024.115,12431.498,11869.053,11322.423,10773.332,10237.988,9652.667,8987.86,8280.668,7593.388,6908.391,6296.644,5798.131,5379.007,4965.287,4571.553,4187.593,3800.827,3419.348,3065.194,2735.584,2418.579,2110.952,1817.114,1543.684,1288.135,1062.099,871.655,711.074,552.156,426.184,345.571,266.615,188.362,133.493,104.936,84.311,62.473,39.426,24.5,51.246
